"week","rank","song","artist"
2020-02-15,95,"Dive Bar","Garth Brooks & Blake Shelton"
2020-02-15,96,"Easy","DaniLeigh Featuring Chris Brown"
2020-02-15,97,"Rare","Selena Gomez"
2020-02-15,98,"U Played","MoneyBagg Yo Featuring Lil Baby"
2020-02-15,99,"Camelot","NLE Choppa"
2020-02-15,100,"ORANGE SODA","Baby Keem"
2020-02-22,1,"The Box","Roddy Ricch"
2020-02-22,2,"Life Is Good","Future Featuring Drake"
2020-02-22,3,"Circles","Post Malone"
2020-02-22,4,"Memories","Maroon 5"
2020-02-22,5,"Dance Monkey","Tones And I"
2020-02-22,6,"Don't Start Now","Dua Lipa"
2020-02-22,7,"Roxanne","Arizona Zervas"
2020-02-22,8,"Someone You Loved","Lewis Capaldi"
2020-02-22,9,"10,000 Hours","Dan + Shay & Justin Bieber"
2020-02-22,10,"everything i wanted","Billie Eilish"
2020-02-22,11,"Intentions","Justin Bieber Featuring Quavo"
2020-02-22,12,"Blinding Lights","The Weeknd"
2020-02-22,13,"Lose You To Love Me","Selena Gomez"
2020-02-22,14,"Ballin'","Mustard & Roddy Ricch"
2020-02-22,15,"BOP","DaBaby"
2020-02-22,16,"Hot Girl Bummer","blackbear"
2020-02-22,17,"Heartless","The Weeknd"
2020-02-22,18,"The Bones","Maren Morris"
2020-02-22,19,"Yummy","Justin Bieber"
2020-02-22,20,"Good As Hell","Lizzo"
2020-02-22,21,"High Fashion","Roddy Ricch Featuring Mustard"
2020-02-22,22,"Adore You","Harry Styles"
2020-02-22,23,"Yikes","Nicki Minaj"
2020-02-22,24,"Woah","Lil Baby"
2020-02-22,25,"Falling","Trevor Daniel"
2020-02-22,26,"My Oh My","Camila Cabello Featuring DaBaby"
2020-02-22,27,"No Guidance","Chris Brown Featuring Drake"
2020-02-22,28,"Godzilla","Eminem Featuring Juice WRLD"
2020-02-22,29,"Bad Guy","Billie Eilish"
2020-02-22,30,"HIGHEST IN THE ROOM","Travis Scott"
2020-02-22,31,"You should be sad","Halsey"
2020-02-22,32,"What A Man Gotta Do","Jonas Brothers"
2020-02-22,33,"Senorita","Shawn Mendes & Camila Cabello"
2020-02-22,34,"Kinfolks","Sam Hunt"
2020-02-22,35,"Trampoline","SHAED"
2020-02-22,36,"RITMO (Bad Boys For Life)","The Black Eyed Peas X J Balvin"
2020-02-22,37,"Sucker","Jonas Brothers"
2020-02-22,38,"One Man Band","Old Dominion"
2020-02-22,39,"Only Human","Jonas Brothers"
2020-02-22,40,"I Don't Care","Ed Sheeran & Justin Bieber"
2020-02-22,41,"Truth Hurts","Lizzo"
2020-02-22,42,"Tusa","Karol G & Nicki Minaj"
2020-02-22,43,"Juicy","Doja Cat & Tyga"
2020-02-22,44,"Suicidal","YNW Melly & Juice WRLD"
2020-02-22,45,"Homesick","Kane Brown"
2020-02-22,46,"Hot","Young Thug Featuring Gunna"
2020-02-22,47,"Even Though I'm Leaving","Luke Combs"
2020-02-22,48,"I Hope","Gabby Barrett"
2020-02-22,49,"Sum 2 Prove","Lil Baby"
2020-02-22,50,"South Of The Border","Ed Sheeran Featuring Camila Cabello & Cardi B"
2020-02-22,51,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
2020-02-22,52,"Heartache Medication","Jon Pardi"
2020-02-22,53,"Make Me Want To","Jimmie Allen"
2020-02-22,54,"BEST ON EARTH","Russ & BIA"
2020-02-22,55,"Heart On Ice","Rod Wave"
2020-02-22,56,"Slide","H.E.R. Featuring YG"
2020-02-22,57,"Know Your Worth","Khalid x Disclosure"
2020-02-22,58,"Say So","Doja Cat"
2020-02-22,59,"OUT WEST","JACKBOYS Featuring Young Thug"
2020-02-22,60,"Nobody But You","Blake Shelton Duet With Gwen Stefani"
2020-02-22,61,"I Do It","Lil Wayne Featuring Big Sean & Lil Baby"
2020-02-22,62,"Blueberry Faygo","Lil Mosey"
2020-02-22,63,"TOES","DaBaby Featuring Lil Baby & Moneybagg Yo"
2020-02-22,64,"What She Wants Tonight","Luke Bryan"
2020-02-22,65,"VIBEZ","DaBaby"
2020-02-22,66,"I Wish Grandpas Never Died","Riley Green"
2020-02-22,67,"More Hearts Than Mine","Ingrid Andress"
2020-02-22,68,"Run","Joji"
2020-02-22,69,"We Back","Jason Aldean"
2020-02-22,70,"P*$$y Fairy (OTW)","Jhene Aiko"
2020-02-22,71,"Before You Go","Lewis Capaldi"
2020-02-22,72,"B.I.T.C.H.","Megan Thee Stallion"
2020-02-22,73,"Heartless","Diplo Presents Thomas Wesley Featuring Morgan Wallen"
2020-02-22,74,"Rodeo","Lil Nas X & Cardi B Or Nas"
2020-02-22,75,"Homemade","Jake Owen"
2020-02-22,76,"Slow Dance In A Parking Lot","Jordan Davis"
2020-02-22,77,"I Hope You're Happy Now","Carly Pearce & Lee Brice"
2020-02-22,78,"Ridin' Roads","Dustin Lynch"
2020-02-22,79,"Make No Sense","YoungBoy Never Broke Again"
2020-02-22,80,"Loyal","PARTYNEXTDOOR Featuring Drake"
2020-02-22,81,"Chasin' You","Morgan Wallen"
2020-02-22,82,"SUGAR","BrockHampton"
2020-02-22,83,"KEII","Anuel AA"
2020-02-22,84,"Futsal Shuffle 2020","Lil Uzi Vert"
2020-02-22,85,"Dive Bar","Garth Brooks & Blake Shelton"
2020-02-22,86,"homecoming queen?","Kelsea Ballerini"
2020-02-22,87,"Rare","Selena Gomez"
2020-02-22,88,"No Idea","Don Toliver"
2020-02-22,89,"Come Thru","Summer Walker & Usher"
2020-02-22,90,"Believe","Meek Mill Featuring Justin Timberlake"
2020-02-22,91,"Vete","Bad Bunny"
2020-02-22,92,"Catch","Brett Young"
2020-02-22,93,"Into The Unknown","Idina Menzel & AURORA"
2020-02-22,94,"Start Wit Me","Roddy Ricch & Gunna"
2020-02-22,95,"Easy","DaniLeigh Featuring Chris Brown"
2020-02-22,96,"WHATS POPPIN","Jack Harlow"
2020-02-22,97,"No Judgement","Niall Horan"
2020-02-22,98,"Jerry Sprunger","Tory Lanez & T-Pain"
2020-02-22,99,"King Of My City","A Boogie Wit da Hoodie"
2020-02-22,100,"ORANGE SODA","Baby Keem"
2020-02-29,1,"The Box","Roddy Ricch"
2020-02-29,2,"Life Is Good","Future Featuring Drake"
2020-02-29,3,"Circles","Post Malone"
2020-02-29,4,"Dance Monkey","Tones And I"
2020-02-29,5,"Don't Start Now","Dua Lipa"
2020-02-29,6,"Roxanne","Arizona Zervas"
2020-02-29,7,"Memories","Maroon 5"
2020-02-29,8,"Someone You Loved","Lewis Capaldi"
2020-02-29,9,"Intentions","Justin Bieber Featuring Quavo"
2020-02-29,10,"Blinding Lights","The Weeknd"
2020-02-29,11,"Yummy","Justin Bieber"
2020-02-29,12,"everything i wanted","Billie Eilish"
2020-02-29,13,"10,000 Hours","Dan + Shay & Justin Bieber"
2020-02-29,14,"Heartless","The Weeknd"
2020-02-29,15,"Hot Girl Bummer","blackbear"
2020-02-29,16,"No Time To Die","Billie Eilish"
2020-02-29,17,"Ballin'","Mustard & Roddy Ricch"
2020-02-29,18,"BOP","DaBaby"
2020-02-29,19,"The Bones","Maren Morris"
2020-02-29,20,"Adore You","Harry Styles"
2020-02-29,21,"Lose You To Love Me","Selena Gomez"
2020-02-29,22,"Good As Hell","Lizzo"
2020-02-29,23,"Numbers","A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track"
2020-02-29,24,"Forever","Justin Bieber Featuring Post Malone & Clever"
2020-02-29,25,"My Oh My","Camila Cabello Featuring DaBaby"
2020-02-29,26,"High Fashion","Roddy Ricch Featuring Mustard"
2020-02-29,27,"Falling","Trevor Daniel"
2020-02-29,28,"Woah","Lil Baby"
2020-02-29,29,"You should be sad","Halsey"
2020-02-29,30,"Bad Guy","Billie Eilish"
2020-02-29,31,"No Guidance","Chris Brown Featuring Drake"
2020-02-29,32,"Senorita","Shawn Mendes & Camila Cabello"
2020-02-29,33,"What A Man Gotta Do","Jonas Brothers"
2020-02-29,34,"Kinfolks","Sam Hunt"
2020-02-29,35,"HIGHEST IN THE ROOM","Travis Scott"
2020-02-29,36,"Godzilla","Eminem Featuring Juice WRLD"
2020-02-29,37,"Trampoline","SHAED"
2020-02-29,38,"One Man Band","Old Dominion"
2020-02-29,39,"I Don't Care","Ed Sheeran & Justin Bieber"
2020-02-29,40,"RITMO (Bad Boys For Life)","The Black Eyed Peas X J Balvin"
2020-02-29,41,"Sucker","Jonas Brothers"
2020-02-29,42,"Only Human","Jonas Brothers"
2020-02-29,43,"Homesick","Kane Brown"
2020-02-29,44,"I Hope","Gabby Barrett"
2020-02-29,45,"Truth Hurts","Lizzo"
2020-02-29,46,"To Die For","Sam Smith"
2020-02-29,47,"Tusa","Karol G & Nicki Minaj"
2020-02-29,48,"g n f (Give No Fxk)","Migos, Young Thug & Travis Scott"
2020-02-29,49,"Dior","Pop Smoke"
2020-02-29,50,"Sum 2 Prove","Lil Baby"
2020-02-29,51,"Say So","Doja Cat"
2020-02-29,52,"Juicy","Doja Cat & Tyga"
2020-02-29,53,"Make Me Want To","Jimmie Allen"
2020-02-29,54,"Blueberry Faygo","Lil Mosey"
2020-02-29,55,"Slide","H.E.R. Featuring YG"
2020-02-29,56,"Suicidal","YNW Melly & Juice WRLD"
2020-02-29,57,"BEST ON EARTH","Russ & BIA"
2020-02-29,58,"Me And My Guitar","A Boogie Wit da Hoodie"
2020-02-29,59,"South Of The Border","Ed Sheeran Featuring Camila Cabello & Cardi B"
2020-02-29,60,"Go Stupid","Polo G Featuring NLE Choppa & Stunna 4 Vegas"
2020-02-29,61,"Heart On Ice","Rod Wave"
2020-02-29,62,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
2020-02-29,63,"Nobody But You","Blake Shelton Duet With Gwen Stefani"
2020-02-29,64,"What She Wants Tonight","Luke Bryan"
2020-02-29,65,"I Hope You're Happy Now","Carly Pearce & Lee Brice"
2020-02-29,66,"Might Not Give Up","A Boogie Wit da Hoodie Featuring Young Thug"
2020-02-29,67,"I Wish Grandpas Never Died","Riley Green"
2020-02-29,68,"OUT WEST","JACKBOYS Featuring Young Thug"
2020-02-29,69,"We Back","Jason Aldean"
2020-02-29,70,"More Hearts Than Mine","Ingrid Andress"
2020-02-29,71,"Chasin' You","Morgan Wallen"
2020-02-29,72,"Slow Dance In A Parking Lot","Jordan Davis"
2020-02-29,73,"Thug Love","A Boogie Wit da Hoodie"
2020-02-29,74,"Homemade","Jake Owen"
2020-02-29,75,"TOES","DaBaby Featuring Lil Baby & Moneybagg Yo"
2020-02-29,76,"Before You Go","Lewis Capaldi"
2020-02-29,77,"After Hours","The Weeknd"
2020-02-29,78,"Know Your Worth","Khalid x Disclosure"
2020-02-29,79,"Ignorantes","Bad Bunny & Sech"
2020-02-29,80,"Stain","A Boogie Wit da Hoodie Featuring DaBaby"
2020-02-29,81,"Yikes","Nicki Minaj"
2020-02-29,82,"Make No Sense","YoungBoy Never Broke Again"
2020-02-29,83,"Heartless","Diplo Presents Thomas Wesley Featuring Morgan Wallen"
2020-02-29,84,"WHATS POPPIN","Jack Harlow"
2020-02-29,85,"Ridin' Roads","Dustin Lynch"
2020-02-29,86,"Come Around Me","Justin Bieber"
2020-02-29,87,"Catch","Brett Young"
2020-02-29,88,"B.I.T.C.H.","Megan Thee Stallion"
2020-02-29,89,"homecoming queen?","Kelsea Ballerini"
2020-02-29,90,"Rare","Selena Gomez"
2020-02-29,91,"King Of My City","A Boogie Wit da Hoodie"
2020-02-29,92,"Dive Bar","Garth Brooks & Blake Shelton"
2020-02-29,93,"SUGAR","BrockHampton"
2020-02-29,94,"Come Thru","Summer Walker & Usher"
2020-02-29,95,"Cinderella Story","A Boogie Wit da Hoodie"
2020-02-29,96,"Vete","Bad Bunny"
2020-02-29,97,"Into The Unknown","Idina Menzel & AURORA"
2020-02-29,98,"Habitual","Justin Bieber"
2020-02-29,99,"P*$$y Fairy (OTW)","Jhene Aiko"
2020-02-29,100,"All Around Me","Justin Bieber"
2020-03-07,1,"The Box","Roddy Ricch"
2020-03-07,2,"Life Is Good","Future Featuring Drake"
2020-03-07,3,"Circles","Post Malone"
2020-03-07,4,"ON","BTS"
2020-03-07,5,"Don't Start Now","Dua Lipa"
2020-03-07,6,"Roxanne","Arizona Zervas"
2020-03-07,7,"Dance Monkey","Tones And I"
2020-03-07,8,"Blinding Lights","The Weeknd"
2020-03-07,9,"Memories","Maroon 5"
2020-03-07,10,"Someone You Loved","Lewis Capaldi"
2020-03-07,11,"Intentions","Justin Bieber Featuring Quavo"
2020-03-07,12,"everything i wanted","Billie Eilish"
2020-03-07,13,"Heartless","The Weeknd"
2020-03-07,14,"Hot Girl Bummer","blackbear"
2020-03-07,15,"Adore You","Harry Styles"
2020-03-07,16,"10,000 Hours","Dan + Shay & Justin Bieber"
2020-03-07,17,"Ballin'","Mustard & Roddy Ricch"
2020-03-07,18,"BOP","DaBaby"
2020-03-07,19,"The Bones","Maren Morris"
2020-03-07,20,"After Hours","The Weeknd"
2020-03-07,21,"Lose You To Love Me","Selena Gomez"
2020-03-07,22,"My Oh My","Camila Cabello Featuring DaBaby"
2020-03-07,23,"Yummy","Justin Bieber"
2020-03-07,24,"Woah","Lil Baby"
2020-03-07,25,"High Fashion","Roddy Ricch Featuring Mustard"
2020-03-07,26,"You should be sad","Halsey"
2020-03-07,27,"Good As Hell","Lizzo"
2020-03-07,28,"Lil Top","YoungBoy Never Broke Again"
2020-03-07,29,"Falling","Trevor Daniel"
2020-03-07,30,"Dior","Pop Smoke"
2020-03-07,31,"No Guidance","Chris Brown Featuring Drake"
2020-03-07,32,"What A Man Gotta Do","Jonas Brothers"
2020-03-07,33,"Say So","Doja Cat"
2020-03-07,34,"Kinfolks","Sam Hunt"
2020-03-07,35,"Senorita","Shawn Mendes & Camila Cabello"
2020-03-07,36,"Bad Guy","Billie Eilish"
2020-03-07,37,"Godzilla","Eminem Featuring Juice WRLD"
2020-03-07,38,"RITMO (Bad Boys For Life)","The Black Eyed Peas X J Balvin"
2020-03-07,39,"Homesick","Kane Brown"
2020-03-07,40,"HIGHEST IN THE ROOM","Travis Scott"
2020-03-07,41,"Trampoline","SHAED"
2020-03-07,42,"One Man Band","Old Dominion"
2020-03-07,43,"Sucker","Jonas Brothers"
2020-03-07,44,"I Don't Care","Ed Sheeran & Justin Bieber"
2020-03-07,45,"I Hope","Gabby Barrett"
2020-03-07,46,"Sum 2 Prove","Lil Baby"
2020-03-07,47,"Red Eye","YoungBoy Never Broke Again"
2020-03-07,48,"Only Human","Jonas Brothers"
2020-03-07,49,"Make Me Want To","Jimmie Allen"
2020-03-07,50,"Numbers","A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track"
2020-03-07,51,"Blueberry Faygo","Lil Mosey"
2020-03-07,52,"Slide","H.E.R. Featuring YG"
2020-03-07,53,"Tusa","Karol G & Nicki Minaj"
2020-03-07,54,"No Time To Die","Billie Eilish"
2020-03-07,55,"Juicy","Doja Cat & Tyga"
2020-03-07,56,"BEST ON EARTH","Russ & BIA"
2020-03-07,57,"Heart On Ice","Rod Wave"
2020-03-07,58,"Fine By Time","YoungBoy Never Broke Again"
2020-03-07,59,"Bad Bad","YoungBoy Never Broke Again"
2020-03-07,60,"Knocked Off","YoungBoy Never Broke Again"
2020-03-07,61,"To Die For","Sam Smith"
2020-03-07,62,"We Back","Jason Aldean"
2020-03-07,63,"Go Stupid","Polo G Featuring NLE Choppa & Stunna 4 Vegas"
2020-03-07,64,"What She Wants Tonight","Luke Bryan"
2020-03-07,65,"Nobody But You","Blake Shelton Duet With Gwen Stefani"
2020-03-07,66,"Suicidal","YNW Melly & Juice WRLD"
2020-03-07,67,"Chasin' You","Morgan Wallen"
2020-03-07,68,"I Wish Grandpas Never Died","Riley Green"
2020-03-07,69,"OUT WEST","JACKBOYS Featuring Young Thug"
2020-03-07,70,"More Hearts Than Mine","Ingrid Andress"
2020-03-07,71,"Moral Of The Story","Ashe"
2020-03-07,72,"Homemade","Jake Owen"
2020-03-07,73,"Slow Dance In A Parking Lot","Jordan Davis"
2020-03-07,74,"Forever","Justin Bieber Featuring Post Malone & Clever"
2020-03-07,75,"I Hope You're Happy Now","Carly Pearce & Lee Brice"
2020-03-07,76,"Know Your Worth","Khalid x Disclosure"
2020-03-07,77,"WHATS POPPIN","Jack Harlow"
2020-03-07,78,"Dive Bar","Garth Brooks & Blake Shelton"
2020-03-07,79,"Make No Sense","YoungBoy Never Broke Again"
2020-03-07,80,"RIP Lil Phat","YoungBoy Never Broke Again"
2020-03-07,81,"Catch","Brett Young"
2020-03-07,82,"Before You Go","Lewis Capaldi"
2020-03-07,83,"TOES","DaBaby Featuring Lil Baby & Moneybagg Yo"
2020-03-07,84,"My Time","BTS"
2020-03-07,85,"Long RD","YoungBoy Never Broke Again"
2020-03-07,86,"South Of The Border","Ed Sheeran Featuring Camila Cabello & Cardi B"
2020-03-07,87,"Filter","BTS"
2020-03-07,88,"P*$$y Fairy (OTW)","Jhene Aiko"
2020-03-07,89,"Bat Man","YoungBoy Never Broke Again"
2020-03-07,90,"homecoming queen?","Kelsea Ballerini"
2020-03-07,91,"Heartless","Diplo Presents Thomas Wesley Featuring Morgan Wallen"
2020-03-07,92,"The Man","Taylor Swift"
2020-03-07,93,"Shake The Room","Pop Smoke Featuring Quavo"
2020-03-07,94,"Rare","Selena Gomez"
2020-03-07,95,"Come Thru","Summer Walker & Usher"
2020-03-07,96,"Ridin' Roads","Dustin Lynch"
2020-03-07,97,"Me And My Guitar","A Boogie Wit da Hoodie"
2020-03-07,98,"Feel Me","Selena Gomez"
2020-03-07,99,"Vete","Bad Bunny"
2020-03-07,100,"SUGAR","BrockHampton"
2020-03-14,1,"The Box","Roddy Ricch"
2020-03-14,2,"Life Is Good","Future Featuring Drake"
2020-03-14,3,"Don't Start Now","Dua Lipa"
2020-03-14,4,"Circles","Post Malone"
2020-03-14,5,"Stupid Love","Lady Gaga"
2020-03-14,6,"Roxanne","Arizona Zervas"
2020-03-14,7,"Blinding Lights","The Weeknd"
2020-03-14,8,"Dance Monkey","Tones And I"
2020-03-14,9,"Memories","Maroon 5"
2020-03-14,10,"Intentions","Justin Bieber Featuring Quavo"
2020-03-14,11,"Someone You Loved","Lewis Capaldi"
2020-03-14,12,"everything i wanted","Billie Eilish"
2020-03-14,13,"Hot Girl Bummer","blackbear"
2020-03-14,14,"Adore You","Harry Styles"
2020-03-14,15,"Woah","Lil Baby"
2020-03-14,16,"Say So","Doja Cat"
2020-03-14,17,"Heartless","The Weeknd"
2020-03-14,18,"Heatin Up","Lil Baby & Gunna"
2020-03-14,19,"The Bones","Maren Morris"
2020-03-14,20,"10,000 Hours","Dan + Shay & Justin Bieber"
2020-03-14,21,"That Way","Lil Uzi Vert"
2020-03-14,22,"Ballin'","Mustard & Roddy Ricch"
2020-03-14,23,"Commercial","Lil Baby Featuring Lil Uzi Vert"
2020-03-14,24,"BOP","DaBaby"
2020-03-14,25,"My Oh My","Camila Cabello Featuring DaBaby"
2020-03-14,26,"Sum 2 Prove","Lil Baby"
2020-03-14,27,"Lose You To Love Me","Selena Gomez"
2020-03-14,28,"Live Off My Closet","Lil Baby Featuring Future"
2020-03-14,29,"You should be sad","Halsey"
2020-03-14,30,"High Fashion","Roddy Ricch Featuring Mustard"
2020-03-14,31,"Emotionally Scarred","Lil Baby"
2020-03-14,32,"Si Veo A Tu Mama","Bad Bunny"
2020-03-14,33,"La Dificil","Bad Bunny"
2020-03-14,34,"Falling","Trevor Daniel"
2020-03-14,35,"Good As Hell","Lizzo"
2020-03-14,36,"Vete","Bad Bunny"
2020-03-14,37,"No Guidance","Chris Brown Featuring Drake"
2020-03-14,38,"PTSD","G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert"
2020-03-14,39,"Homesick","Kane Brown"
2020-03-14,40,"Yummy","Justin Bieber"
2020-03-14,41,"What A Man Gotta Do","Jonas Brothers"
2020-03-14,42,"Godzilla","Eminem Featuring Juice WRLD"
2020-03-14,43,"Senorita","Shawn Mendes & Camila Cabello"
2020-03-14,44,"RITMO (Bad Boys For Life)","The Black Eyed Peas X J Balvin"
2020-03-14,45,"Bad Guy","Billie Eilish"
2020-03-14,46,"Kinfolks","Sam Hunt"
2020-03-14,47,"Dior","Pop Smoke"
2020-03-14,48,"Grace","Lil Baby & 42 Dugg"
2020-03-14,49,"Ignorantes","Bad Bunny & Sech"
2020-03-14,50,"One Man Band","Old Dominion"
2020-03-14,51,"I Hope","Gabby Barrett"
2020-03-14,52,"Blueberry Faygo","Lil Mosey"
2020-03-14,53,"La Santa","Bad Bunny X Daddy Yankee"
2020-03-14,54,"Get Ugly","Lil Baby"
2020-03-14,55,"Heart On Ice","Rod Wave"
2020-03-14,56,"Slide","H.E.R. Featuring YG"
2020-03-14,57,"Juicy","Doja Cat & Tyga"
2020-03-14,58,"No Sucker","Lil Baby & Moneybagg Yo"
2020-03-14,59,"How","Lil Baby"
2020-03-14,60,"BEST ON EARTH","Russ & BIA"
2020-03-14,61,"The Other Side","SZA X Justin Timberlake"
2020-03-14,62,"Tusa","Karol G & Nicki Minaj"
2020-03-14,63,"Pero Ya No","Bad Bunny"
2020-03-14,64,"Forever","Lil Baby Featuring Lil Wayne"
2020-03-14,65,"Go Stupid","Polo G Featuring NLE Choppa & Stunna 4 Vegas"
2020-03-14,66,"After Hours","The Weeknd"
2020-03-14,67,"Nobody But You","Blake Shelton Duet With Gwen Stefani"
2020-03-14,68,"ON","BTS"
2020-03-14,69,"Yo Perreo Sola","Bad Bunny"
2020-03-14,70,"Homemade","Jake Owen"
2020-03-14,71,"Chasin' You","Morgan Wallen"
2020-03-14,72,"What She Wants Tonight","Luke Bryan"
2020-03-14,73,"Lil Top","YoungBoy Never Broke Again"
2020-03-14,74,"WHATS POPPIN","Jack Harlow"
2020-03-14,75,"Slow Dance In A Parking Lot","Jordan Davis"
2020-03-14,76,"Numbers","A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track"
2020-03-14,77,"More Hearts Than Mine","Ingrid Andress"
2020-03-14,78,"Same Thing","Lil Baby"
2020-03-14,79,"We Back","Jason Aldean"
2020-03-14,80,"Make Me Want To","Jimmie Allen"
2020-03-14,81,"Safaera","Bad Bunny, Jowell & Randy & Nengo Flow"
2020-03-14,82,"Moral Of The Story","Ashe"
2020-03-14,83,"I Wish Grandpas Never Died","Riley Green"
2020-03-14,84,"To Die For","Sam Smith"
2020-03-14,85,"The Man","Taylor Swift"
2020-03-14,86,"Know Your Worth","Khalid x Disclosure"
2020-03-14,87,"Catch","Brett Young"
2020-03-14,88,"I Hope You're Happy Now","Carly Pearce & Lee Brice"
2020-03-14,89,"Bichiyal","Bad Bunny & Yaviah"
2020-03-14,90,"OUT WEST","JACKBOYS Featuring Young Thug"
2020-03-14,91,"We Should","Lil Baby & Young Thug"
2020-03-14,92,"Make No Sense","YoungBoy Never Broke Again"
2020-03-14,93,"Suicidal","YNW Melly & Juice WRLD"
2020-03-14,94,"Solia","Bad Bunny"
2020-03-14,95,"Before You Go","Lewis Capaldi"
2020-03-14,96,"No Time To Die","Billie Eilish"
2020-03-14,97,"Esta Cabron Ser Yo","Bad Bunny X Anuel AA"
2020-03-14,98,"Sunday Best","Surfaces"
2020-03-14,99,"Can't Explain","Lil Baby"
2020-03-14,100,"P*$$y Fairy (OTW)","Jhene Aiko"
2020-03-21,1,"The Box","Roddy Ricch"
2020-03-21,2,"Don't Start Now","Dua Lipa"
2020-03-21,3,"Life Is Good","Future Featuring Drake"
2020-03-21,4,"Blinding Lights","The Weeknd"
2020-03-21,5,"Circles","Post Malone"
2020-03-21,6,"Baby Pluto","Lil Uzi Vert"
2020-03-21,7,"Roxanne","Arizona Zervas"
2020-03-21,8,"Lo Mein","Lil Uzi Vert"
2020-03-21,9,"Silly Watch","Lil Uzi Vert"
2020-03-21,10,"Intentions","Justin Bieber Featuring Quavo"
2020-03-21,11,"P2","Lil Uzi Vert"
2020-03-21,12,"Dance Monkey","Tones And I"
2020-03-21,13,"Memories","Maroon 5"
2020-03-21,14,"everything i wanted","Billie Eilish"
2020-03-21,15,"Someone You Loved","Lewis Capaldi"
2020-03-21,16,"Adore You","Harry Styles"
2020-03-21,17,"Hot Girl Bummer","blackbear"
2020-03-21,18,"I Love Me","Demi Lovato"
2020-03-21,19,"Say So","Doja Cat"
2020-03-21,20,"That Way","Lil Uzi Vert"
2020-03-21,21,"Heartless","The Weeknd"
2020-03-21,22,"Homecoming","Lil Uzi Vert"
2020-03-21,23,"The Bones","Maren Morris"
2020-03-21,24,"B.S.","Jhene Aiko Featuring H.E.R."
2020-03-21,25,"Prices","Lil Uzi Vert"
2020-03-21,26,"My Oh My","Camila Cabello Featuring DaBaby"
2020-03-21,27,"10,000 Hours","Dan + Shay & Justin Bieber"
2020-03-21,28,"POP","Lil Uzi Vert"
2020-03-21,29,"Ballin'","Mustard & Roddy Ricch"
2020-03-21,30,"Stupid Love","Lady Gaga"
2020-03-21,31,"Woah","Lil Baby"
2020-03-21,32,"Godzilla","Eminem Featuring Juice WRLD"
2020-03-21,33,"Bigger Than Life","Lil Uzi Vert"
2020-03-21,34,"Celebration Station","Lil Uzi Vert"
2020-03-21,35,"BOP","DaBaby"
2020-03-21,36,"You Better Move","Lil Uzi Vert"
2020-03-21,37,"I'm Sorry","Lil Uzi Vert"
2020-03-21,38,"Lose You To Love Me","Selena Gomez"
2020-03-21,39,"Venetia","Lil Uzi Vert"
2020-03-21,40,"P*$$y Fairy (OTW)","Jhene Aiko"
2020-03-21,41,"You should be sad","Halsey"
2020-03-21,42,"Falling","Trevor Daniel"
2020-03-21,43,"High Fashion","Roddy Ricch Featuring Mustard"
2020-03-21,44,"Homesick","Kane Brown"
2020-03-21,45,"Chrome Heart Tags","Lil Uzi Vert"
2020-03-21,46,"No Guidance","Chris Brown Featuring Drake"
2020-03-21,47,"RITMO (Bad Boys For Life)","The Black Eyed Peas X J Balvin"
2020-03-21,48,"Futsal Shuffle 2020","Lil Uzi Vert"
2020-03-21,49,"Good As Hell","Lizzo"
2020-03-21,50,"I Hope","Gabby Barrett"
2020-03-21,51,"Bust Me","Lil Uzi Vert"
2020-03-21,52,"Sum 2 Prove","Lil Baby"
